Latitude,Longitude,Distance_to_Park,Proximity_to_Water,Vegetation_Density,Human_Population_Density,Reported_Conflict_Incidents
-0.1643,36.1179,3.11,1,0.54,157,9
1.0947,37.4116,18.53,1,0.55,125,6
-1.4475,36.5166,17.82,1,0.46,171,7
-0.0806,35.0804,15.82,1,0.5,164,0
1.1645,39.0969,12.33,1,0.43,124,3
-1.1208,38.5792,15.98,0,0.78,146,8
1.5916,38.5774,16.89,1,0.61,57,8
0.8235,39.4489,6.09,1,0.28,151,9
0.5757,38.9723,5.73,1,0.63,82,10
-1.0412,36.5475,16.66,1,0.22,137,6
1.4785,36.6728,1.4,0,0.7,80,10
-1.6231,36.3052,14.32,1,0.77,200,8
-0.6688,39.4086,17.51,0,0.31,177,2
-1.5149,38.7865,17.8,1,0.78,126,6
-1.7805,37.1507,4.83,0,0.71,101,7
-0.4985,39.0188,4.19,0,0.71,197,1
-1.8243,39.0534,12.73,0,0.78,135,3
-0.6864,38.6623,13.65,0,0.32,69,0
1.5493,35.451,1.12,0,0.46,66,0
0.4375,35.6502,10.51,0,0.74,79,1
-1.113,38.272,19.58,0,0.75,73,3
-1.6469,37.54,5.01,0,0.63,66,4
-0.6134,38.2897,17.63,0,0.27,196,2
-0.4379,38.903,10.64,0,0.34,198,4
1.7702,36.8449,16.31,0,0.45,150,3
-1.8832,36.4748,16.08,0,0.71,68,3
1.9787,37.2701,15.79,1,0.34,141,2
-0.6644,35.1945,19.28,1,0.57,117,5
0.8464,38.5428,11.03,1,0.51,141,2
1.0548,39.7496,11.42,0,0.71,89,9
1.5164,39.7561,19.16,1,0.76,58,10
-1.8038,35.0854,19.07,0,0.45,95,0
1.0014,39.7647,6.09,1,0.23,51,8
0.6457,37.3542,10.81,1,0.72,56,5
-1.2437,35.3924,15.13,0,0.51,162,4
-1.4098,39.0995,2.85,1,0.68,190,1
0.7977,39.4386,7.78,1,0.58,52,3
0.9638,38.5396,13.13,0,0.24,78,9
-1.7738,39.3239,6.57,1,0.68,90,8
-0.3056,37.9752,11.15,1,0.39,101,8
0.4826,39.7141,16.83,0,0.64,108,0
-1.6319,37.54,17.23,0,0.72,89,8
-0.1909,37.7098,9.22,0,0.72,87,3
-0.4408,37.0497,18.65,1,0.74,67,3
0.379,37.9492,16.1,1,0.29,129,6
-1.2111,38.5877,16.49,1,0.48,176,4
-0.4922,35.2171,5.71,1,0.72,95,3
0.2834,37.5963,7.46,0,0.29,163,5
0.8939,38.3628,11.17,1,0.78,160,10
-1.8022,36.1588,18.47,0,0.55,176,5
1.7411,36.8708,11.12,1,0.36,84,10
1.7764,38.7983,4.63,1,0.52,195,3
-0.4051,35.6322,15.09,0,0.6,103,10
-1.1123,39.0094,16.6,0,0.49,151,6
0.2763,39.9241,4.45,1,0.6,92,0
-1.8617,36.8447,18.83,1,0.67,164,10
-1.146,38.4712,15.22,1,0.67,181,3
1.0327,38.0115,4.18,0,0.56,166,1
-0.717,38.2412,10.51,0,0.31,190,0
-0.1976,38.6252,14.44,0,0.62,161,0
-1.4174,38.5239,17.48,1,0.5,110,5
0.6368,38.1304,12.81,0,0.52,87,4
0.801,35.9879,10.16,1,0.38,99,8
-1.4452,37.543,3.22,0,0.23,149,9
1.6184,39.7508,17.6,0,0.7,91,5
-1.1877,37.0508,12.29,0,0.72,130,2
-1.2467,37.0273,1.78,0,0.34,161,9
-1.6244,35.9188,17.44,1,0.61,141,5
0.816,36.4536,4.42,0,0.42,174,10
0.4417,38.9935,10.57,0,0.36,181,2
-0.9927,35.6236,18.89,0,0.8,115,8
1.3839,36.1733,6.18,0,0.43,73,2
-1.8286,38.684,5.15,0,0.6,153,1
-0.2407,39.3353,18.07,1,0.34,182,4
1.3903,37.5257,13.16,1,0.66,180,5
-0.7854,36.6006,8.21,0,0.78,141,5
-1.3118,37.7587,6.16,1,0.75,166,2
-0.5362,38.7286,3.04,1,0.48,184,10
-0.2272,36.7578,3.63,1,0.47,175,1
0.8772,37.9482,8.44,1,0.58,130,10
1.688,38.9667,15.89,0,0.28,157,0
1.7627,37.2695,3.05,0,0.8,82,8
0.7763,38.5891,18.19,0,0.33,177,0
1.373,39.1365,13.0,0,0.45,160,6
-1.5347,39.232,9.8,1,0.29,60,5
1.4558,36.414,15.49,1,0.77,100,7
-0.8699,38.0173,1.23,1,0.65,119,0
1.2733,39.524,11.89,1,0.35,83,2
-1.6541,36.9124,2.39,1,0.55,69,0
-0.8873,38.8729,14.52,0,0.6,180,9
-1.9722,37.9509,8.94,0,0.8,170,1
1.2262,37.3964,6.51,1,0.41,78,5
-0.5931,38.6005,3.3,1,0.59,159,0
1.5,38.3731,4.34,1,0.59,57,7
-1.7474,38.2538,5.8,1,0.7,160,6
-1.3053,36.5395,10.32,0,0.22,61,3
1.9078,35.9487,13.3,0,0.51,100,7
1.7684,39.6953,1.53,1,0.54,132,0
1.2434,35.7315,17.04,1,0.52,75,2
0.2119,36.6045,8.19,1,0.73,71,8
0.0374,38.9371,5.06,1,0.25,99,5
1.4022,38.9172,13.11,1,0.75,61,6
-0.3281,35.9586,4.51,0,0.28,192,1
0.6778,36.4443,10.21,0,0.2,130,0
1.8543,37.2841,14.55,0,0.21,136,2
-1.3559,35.1562,6.06,0,0.46,172,8
-0.1532,37.1811,12.58,0,0.48,154,7
1.8649,39.0964,13.65,0,0.68,126,8
-0.0753,35.337,15.83,1,0.39,171,5
0.3908,36.9697,7.11,0,0.46,103,4
1.842,37.3155,2.79,1,0.48,188,3
1.8218,37.9806,18.28,1,0.2,173,5
-1.5486,39.8927,14.79,1,0.39,103,3
-1.2502,37.2005,13.28,1,0.2,78,3
0.5062,38.9956,12.41,1,0.31,152,5
1.3041,36.4361,2.35,0,0.33,165,9
1.6782,36.0053,8.78,1,0.21,143,8
1.2239,37.2022,19.65,1,0.29,85,5
-1.6297,36.4031,17.93,0,0.3,148,9
-1.2744,39.0689,1.14,1,0.73,199,5
-0.2338,39.6096,13.87,0,0.38,165,10
1.7282,37.3474,10.89,1,0.41,106,5
1.0747,39.2604,14.39,1,0.47,178,7
1.7287,36.3175,10.69,1,0.61,167,2
1.4124,36.1264,13.93,1,0.58,200,3
-0.4754,38.0776,15.76,0,0.73,139,2
1.0084,38.3691,4.0,0,0.22,60,4
-1.612,37.0129,8.28,1,0.45,69,8
-1.2986,38.1457,5.98,0,0.46,162,6
0.3837,36.4864,10.05,0,0.64,75,2
1.5602,35.5525,4.86,1,0.51,124,5
0.4182,39.0396,10.46,0,0.21,71,8
-1.0554,37.2145,14.42,0,0.76,151,6
1.5879,39.333,18.12,0,0.4,138,2
-0.8316,39.4951,8.81,0,0.26,197,8
1.7618,35.5718,11.93,1,0.29,107,6
-1.5055,36.8183,3.26,0,0.46,167,3
-1.942,35.2647,15.93,0,0.74,73,1
-0.2068,35.5165,15.96,1,0.38,95,7
1.8213,38.976,10.89,0,0.36,127,6
-0.9008,36.1305,14.85,1,0.64,68,2
1.2317,37.7918,5.32,0,0.21,175,10
1.4844,39.6318,16.8,1,0.48,91,4
-1.3432,37.4554,14.9,0,0.36,110,0
0.4705,37.6997,19.61,1,0.35,109,6
0.2893,38.4674,2.97,1,0.2,198,6
-0.5924,38.2137,15.05,1,0.28,175,0
0.1663,38.0709,10.93,1,0.44,179,9
-0.3169,35.9602,8.87,0,0.47,147,3
0.6729,38.3392,19.98,0,0.39,194,2
-1.3307,38.8257,19.81,0,0.77,143,7
1.9291,39.6812,11.17,1,0.5,138,2
-0.5224,38.1288,10.39,0,0.55,88,10
1.3861,39.5119,2.09,0,0.73,103,9
-0.0911,36.8966,18.75,1,0.22,181,1
1.7722,38.6713,3.17,1,0.34,107,2
-1.0879,37.8977,1.07,0,0.74,141,4
1.2388,36.0311,4.78,0,0.66,84,9
1.2102,37.8656,16.44,1,0.75,159,6
-1.8618,37.2282,1.8,0,0.66,199,6
0.6962,35.0807,14.27,0,0.33,151,0
1.7831,35.1682,14.45,1,0.26,70,6
-0.2684,35.3899,1.64,1,0.35,102,3
-1.8219,35.3432,1.12,1,0.36,199,6
-1.4031,35.5528,18.82,0,0.56,117,2
-0.151,36.7192,4.22,1,0.34,129,3
0.6524,38.5553,3.07,1,0.47,88,1
-1.6974,37.6272,10.46,1,0.32,71,5
-0.8805,37.099,8.3,1,0.54,131,4
0.4772,35.4714,1.64,0,0.4,127,6
-1.7921,37.4714,15.17,0,0.7,149,7
-1.1117,38.0065,9.05,1,0.69,75,6
1.0102,36.846,1.39,0,0.64,138,5
1.7865,35.0266,16.92,0,0.79,120,8
-0.8922,36.432,7.64,1,0.48,168,10
0.8786,35.3512,1.87,0,0.56,80,8
1.9752,39.9181,8.47,0,0.31,92,3
-1.043,39.1897,8.45,1,0.35,184,3
0.6944,36.0911,17.53,1,0.27,177,9
1.5719,36.7465,7.63,0,0.29,189,3
1.0495,37.1817,15.3,0,0.61,80,6
0.7988,36.4999,17.48,1,0.65,83,1
0.3444,38.7021,4.59,0,0.71,84,4
0.0671,37.6235,9.51,0,0.47,133,7
-1.8055,38.4958,10.96,1,0.72,200,0
1.8467,35.9893,13.83,0,0.62,58,0
-1.2233,37.2614,16.54,0,0.78,155,7
0.4695,37.6789,13.75,0,0.72,52,8
1.0061,35.3947,13.82,1,0.65,173,1
0.3549,36.1562,8.32,0,0.51,136,9
-1.5588,38.2039,14.23,1,0.33,101,9
0.2879,38.8748,5.75,1,0.74,140,3
0.9938,39.1476,2.49,0,0.54,140,10
0.2496,39.29,16.47,0,0.28,188,1
-1.8646,38.0423,2.39,1,0.76,159,1
1.2808,36.3949,14.34,1,0.45,113,7
-1.072,36.3952,16.99,0,0.68,89,8
1.8317,35.5202,9.82,1,0.55,67,0
-0.5589,35.8468,4.17,1,0.64,180,7
-1.4632,37.565,9.17,1,0.26,64,4
1.0113,38.0665,15.46,1,0.77,74,5
1.8401,37.4471,13.26,0,0.76,118,10
-1.1162,39.0208,11.9,1,0.8,191,1
-1.761,39.7489,8.61,1,0.21,160,5
1.0739,35.9237,1.63,0,0.49,59,3
1.493,35.7019,6.81,1,0.7,125,6
-0.1891,35.5823,17.31,0,0.5,90,0
-0.6738,35.302,8.64,0,0.35,161,4
-1.1645,35.6418,4.31,0,0.64,178,0
0.4213,36.7392,2.39,1,0.45,101,1
-1.2633,39.4875,8.52,1,0.67,138,3
-0.4261,38.6185,1.19,0,0.23,180,7
1.593,36.1931,16.66,0,0.24,111,5
-0.0262,39.3221,3.69,1,0.72,90,7
0.0568,38.0793,4.32,0,0.53,60,6
-0.3329,39.5387,3.89,1,0.45,154,8
-1.6657,37.2199,4.11,0,0.48,61,4
-1.9063,36.9752,12.32,0,0.22,79,0
1.2886,38.3831,3.82,1,0.21,189,0
-1.6247,39.2825,18.06,1,0.47,189,2
1.6603,39.2959,6.75,1,0.31,126,4
1.6063,35.0044,9.32,0,0.41,62,5
-0.9964,35.1185,11.01,1,0.44,65,3
0.3652,36.9539,16.61,1,0.58,68,10
1.9173,38.9054,9.28,0,0.31,126,6
0.2366,35.4476,6.85,0,0.23,170,2
-1.6417,38.4204,16.58,1,0.55,62,8
-0.4863,38.9376,10.06,0,0.8,81,4
-1.6727,36.4698,2.65,0,0.35,81,4
1.4963,38.3937,15.97,1,0.27,57,2
-0.8604,36.3377,12.0,0,0.27,54,3
-1.3213,37.6025,8.38,0,0.35,161,5
1.5129,36.2857,13.31,1,0.53,107,7
1.6074,37.5041,16.21,0,0.6,195,3
0.6001,37.0439,3.92,0,0.75,172,9
1.8574,39.7115,18.25,0,0.66,91,7
0.8708,37.8367,6.63,0,0.63,170,4
1.0562,36.179,13.37,1,0.63,79,7
-0.4852,37.4365,13.86,0,0.26,103,10
-1.7531,38.2051,3.61,1,0.57,191,9
1.3988,35.1928,1.17,0,0.36,91,10
0.0933,35.2311,12.28,1,0.68,175,4
-1.9445,38.0848,9.69,0,0.55,171,8
-1.2539,36.6018,7.35,0,0.55,107,5
1.1077,38.8132,12.09,1,0.26,195,10
0.0818,37.225,11.53,1,0.67,124,4
-1.1648,35.1936,10.47,1,0.46,120,5
-1.2046,39.8408,4.15,0,0.66,62,2
1.9357,36.4432,15.75,0,0.31,119,2
-0.8171,35.5608,5.07,0,0.51,71,10
0.7632,35.3046,13.88,1,0.36,153,10
1.2512,38.5891,19.78,1,0.51,172,8
-1.9764,39.1956,19.34,0,0.53,110,8
-1.1011,35.2705,14.58,1,0.6,54,5
-0.1275,38.5847,10.38,0,0.78,123,8
-0.8839,39.4107,1.32,0,0.52,102,3
0.6792,37.9451,3.32,0,0.38,180,5
0.8484,35.6494,6.02,0,0.75,153,4
-1.4439,38.8937,15.5,0,0.44,93,2
-0.3359,38.021,3.92,0,0.71,127,8
0.0081,35.2399,3.35,0,0.23,157,2
-0.2092,37.2866,5.95,0,0.62,164,6
1.5163,37.7942,1.95,0,0.76,87,5
-0.9784,37.5205,14.01,0,0.66,191,2
-0.021,37.5043,19.65,1,0.4,100,4
1.0353,35.3245,14.94,1,0.51,114,9
0.5029,38.3227,17.38,0,0.61,106,9
-1.3616,35.9579,18.55,1,0.31,62,7
1.4097,39.9174,4.85,0,0.58,91,7
0.3378,37.4767,4.21,0,0.78,187,6
-1.6195,37.8642,20.0,1,0.45,117,4
0.7814,38.0758,15.42,0,0.3,141,4
1.5615,39.2739,8.78,0,0.66,86,6
-0.4695,36.0442,16.35,1,0.28,65,3
0.7291,38.1906,11.03,1,0.65,111,10
-0.4658,39.3711,9.1,1,0.26,86,1
0.7878,35.9656,15.64,1,0.37,64,0
0.8004,38.9641,5.66,0,0.74,64,3
-1.332,37.4207,5.84,0,0.27,97,7
-0.4596,38.1212,12.02,1,0.49,107,7
-1.9449,39.5176,11.08,0,0.6,197,6
-0.2632,35.809,7.69,1,0.39,183,10
-0.676,36.5822,11.73,1,0.72,95,5
1.5126,37.0127,4.01,1,0.43,73,10
0.9273,35.8656,11.28,0,0.75,135,9
-0.0106,36.6751,4.48,1,0.27,147,2
-1.9973,35.7943,6.31,1,0.49,50,2
-0.909,35.1022,10.75,0,0.26,179,6
-1.0856,35.6981,17.99,0,0.74,128,2
-0.9554,39.0095,12.21,0,0.3,188,9
0.023,39.1203,18.65,0,0.49,130,10
1.5513,39.8388,11.8,1,0.55,88,7
1.4121,38.9586,10.99,1,0.71,165,2
-0.9434,35.3796,5.08,1,0.51,181,5
0.6645,39.3615,1.33,1,0.48,175,8
-1.2488,37.6831,3.54,0,0.74,180,1
-0.157,35.8869,16.87,0,0.45,194,2
1.8894,35.0556,8.9,1,0.24,87,10
0.3435,35.9274,3.28,1,0.35,175,5
-1.7684,35.711,6.26,0,0.26,106,6
1.5624,36.161,10.2,0,0.37,73,7
-0.5598,39.7158,3.38,1,0.29,130,7
1.4712,36.1947,6.34,1,0.35,166,3
-0.5828,35.6674,6.92,0,0.55,166,3
-1.8286,36.9094,17.29,0,0.27,172,8
-0.8451,36.1059,3.3,1,0.29,99,1
-0.2817,35.2909,11.2,0,0.43,117,9
1.9227,39.4702,1.03,0,0.36,99,6
0.8578,39.7785,19.53,1,0.48,102,5
-1.5023,37.6866,19.79,0,0.62,181,10
0.791,37.0034,6.25,0,0.7,105,8
-0.7758,36.2553,5.55,0,0.54,170,1
1.1322,35.1896,15.19,1,0.35,187,8
-0.7863,39.6459,13.85,1,0.32,103,5
-0.2183,36.7822,4.6,1,0.4,99,8
-0.7478,35.0278,3.18,1,0.4,134,6
1.1142,39.3706,19.64,1,0.7,66,3
0.8644,36.7137,7.71,0,0.32,195,7
-1.3579,39.2467,15.02,0,0.72,158,6
0.0256,37.2859,8.65,1,0.79,136,2
1.8184,38.0986,14.06,1,0.39,129,9
0.9018,37.3616,4.69,0,0.22,137,1
-1.6289,36.334,17.73,0,0.65,180,6
-0.1992,36.3719,13.03,1,0.29,137,9
0.0856,35.5744,6.1,1,0.33,129,5
-0.6411,36.2015,18.15,0,0.68,57,6
0.2837,36.1627,16.23,0,0.7,196,4
0.8827,35.3095,1.72,0,0.74,195,6
0.36,38.6799,19.03,0,0.69,89,1
-1.2282,37.8194,8.4,0,0.53,61,6
-0.3001,36.5706,9.25,0,0.21,95,9
0.7166,38.1975,5.78,0,0.71,146,0
0.5983,37.1698,4.97,0,0.45,107,0
1.767,37.448,17.32,0,0.42,74,2
1.7687,36.9283,4.43,0,0.38,120,5
0.3186,37.7537,6.9,1,0.4,169,4
-0.7824,39.1038,6.61,1,0.49,145,8
1.824,39.6796,17.63,1,0.71,170,2
-1.8777,39.0182,15.66,1,0.39,52,7
1.7757,36.4659,3.2,1,0.7,109,8
0.7021,35.0484,3.54,1,0.23,119,2
1.0574,35.2427,19.14,1,0.59,190,9
-1.1867,36.6258,15.17,1,0.35,88,7
-0.2721,35.0175,8.87,1,0.4,177,5
1.6964,36.5621,6.03,0,0.66,104,10
1.9928,38.0923,3.97,1,0.74,85,2
-1.2502,35.2454,1.94,1,0.78,106,3
-0.8032,35.3775,4.29,1,0.64,192,4
-0.5322,37.6888,10.9,1,0.59,130,9
1.8257,38.7686,8.77,0,0.32,154,1
-0.0262,37.844,18.84,1,0.25,65,10
-1.0445,35.7662,4.11,0,0.23,157,6
-0.4877,37.7951,16.47,1,0.65,85,3
0.4824,39.9458,11.17,1,0.45,177,8
0.6645,35.6059,16.37,0,0.74,71,5
0.7407,39.3332,16.78,1,0.62,162,2
-1.2696,36.5903,7.16,1,0.4,113,7
1.2655,35.2636,13.9,0,0.25,95,3
0.5538,38.3766,8.87,1,0.74,100,3
0.291,38.6892,1.82,0,0.53,118,4
1.2117,39.8078,17.34,0,0.72,148,2
-1.8898,36.9333,6.94,1,0.63,141,0
-1.3966,38.7316,17.41,0,0.37,96,9
-0.6731,36.8941,14.5,0,0.53,81,8
-1.4307,39.8079,17.4,0,0.23,56,10
0.4348,37.1004,1.02,0,0.35,173,10
1.7873,37.0029,1.06,1,0.21,151,5
0.8412,38.4648,13.66,1,0.69,159,1
-0.6602,36.6432,9.0,1,0.54,121,0
-0.8219,36.5634,14.79,0,0.71,128,8
-0.84,37.7593,17.18,0,0.72,106,9
1.9297,39.6593,16.77,0,0.28,61,7
-0.7719,37.9675,12.21,0,0.49,104,7
-0.6535,38.0776,14.74,0,0.3,141,9
-0.6048,37.8499,19.26,1,0.75,118,9
-0.1596,35.8535,15.32,1,0.5,96,7
-1.8835,39.4735,16.59,1,0.3,156,0
1.126,37.6364,8.75,0,0.22,191,6
0.6676,39.6384,11.5,1,0.7,132,1
-1.0502,39.2471,3.09,1,0.32,117,2
-0.0546,39.0306,7.44,0,0.57,74,3
-1.6488,36.61,10.44,0,0.78,85,4
1.8657,38.8814,9.84,0,0.64,118,9
1.767,35.4866,12.48,1,0.5,191,4
-0.4755,38.5945,3.68,0,0.54,66,7
-0.2022,38.1181,5.78,0,0.47,188,10
-1.6452,37.8287,12.83,1,0.78,124,2
-1.8395,35.1293,3.48,0,0.22,190,7
-0.3458,38.5595,6.96,1,0.43,120,1
-1.5107,36.0781,19.97,1,0.56,91,4
-0.6926,37.2956,4.2,1,0.26,169,9
-0.9632,36.2871,11.89,0,0.31,59,0
-0.9944,38.5083,13.22,0,0.63,89,1
1.5473,38.0012,14.28,1,0.39,129,10
-0.8285,38.0564,6.37,0,0.47,144,5
0.763,39.291,7.39,0,0.78,79,6
-0.9064,37.0191,2.96,0,0.52,50,0
-1.7054,36.3572,19.52,1,0.45,150,3
-0.3616,37.0314,19.55,1,0.6,51,2
-1.0885,38.0557,18.71,0,0.62,69,7
-1.3528,38.6743,6.47,1,0.39,92,2
-0.2802,39.134,7.98,1,0.67,77,5
-1.6014,39.5168,6.03,1,0.55,58,10
-1.5159,38.9395,3.04,1,0.24,172,9
1.7833,38.449,2.83,0,0.24,111,8
1.2226,37.3683,16.01,0,0.21,102,0
1.1977,37.9406,7.1,0,0.48,52,7
-1.5681,37.102,2.43,1,0.56,128,0
1.6307,36.4029,5.05,0,0.76,90,10
-1.5509,36.4816,9.7,0,0.35,67,2
-1.0475,38.2087,2.77,0,0.28,189,10
-1.7332,35.5785,15.88,0,0.4,188,10
1.8269,35.3997,17.64,0,0.53,184,8
0.3984,35.9317,5.78,0,0.78,173,2
0.1849,36.199,6.82,1,0.47,146,7
0.7721,38.1884,2.9,1,0.43,100,1
-0.1861,37.2965,19.66,0,0.41,100,1
1.0031,39.9891,15.97,0,0.3,56,3
0.3508,36.4718,9.77,1,0.22,123,0
1.6607,35.4638,14.45,1,0.38,108,6
-0.4098,38.1923,12.84,0,0.31,139,9
-0.2855,36.2718,2.38,0,0.53,89,9
-1.7959,35.4246,12.02,0,0.56,171,6
1.6411,39.1401,16.76,1,0.74,175,6
0.4713,39.5238,10.9,1,0.67,131,1
-0.4906,35.6056,9.24,1,0.42,162,8
0.816,39.6318,11.78,1,0.29,199,4
-1.2037,35.6873,9.34,0,0.44,64,0
-1.6246,37.1356,1.65,1,0.62,107,8
0.1375,36.3593,3.48,0,0.4,179,2
-1.6898,35.8313,18.28,1,0.31,84,2
0.5486,35.322,7.96,0,0.68,118,1
1.0523,39.773,4.76,0,0.71,163,9
0.4447,39.6849,9.15,1,0.49,50,1
-0.2544,38.0512,3.52,0,0.6,155,3
1.2236,37.3549,13.15,0,0.6,195,2
0.3735,36.1334,13.37,0,0.45,97,1
0.8695,37.8826,12.98,1,0.48,148,0
0.7699,39.8137,14.33,0,0.24,124,10
-0.7085,38.2787,18.14,1,0.42,182,5
0.2074,39.3468,16.84,0,0.28,184,9
0.9418,35.3374,4.14,1,0.77,129,4
1.218,37.5844,17.69,1,0.74,137,8
1.6721,37.8618,16.25,0,0.72,62,2
-0.2543,37.7391,5.37,1,0.73,103,5
-1.1746,37.1701,6.63,1,0.74,179,8
-0.563,39.2474,6.79,1,0.33,138,4
1.4137,39.8515,13.0,1,0.57,86,3
-0.4618,39.7901,12.29,0,0.62,106,1
-0.214,37.0521,11.36,0,0.47,157,6
-1.0729,37.9156,10.77,1,0.56,60,8
-1.8293,38.8209,14.95,0,0.21,74,5
0.9475,38.4751,3.11,1,0.37,53,3
-1.3002,35.3776,11.42,1,0.57,107,0
1.2756,35.4836,19.21,1,0.48,137,9
1.6674,36.53,14.17,0,0.44,122,3
0.4375,36.8512,2.71,1,0.4,68,3
-1.704,39.5348,8.22,1,0.48,159,7
-1.1646,39.1324,1.51,0,0.34,106,7
-1.0454,38.3922,11.35,1,0.74,142,9
-1.3715,36.2552,18.21,1,0.24,59,3
-0.6975,35.9414,10.44,1,0.49,58,9
1.9762,39.7002,6.64,1,0.53,182,8
1.1076,38.4698,7.34,1,0.32,146,1
-1.2726,38.7962,16.76,1,0.59,183,6
1.2033,35.3892,7.32,0,0.43,57,2
-1.115,36.3399,18.54,1,0.27,138,1
0.5805,36.766,1.99,0,0.34,141,1
-0.6639,38.0093,5.4,1,0.54,192,4
0.0057,36.7332,18.6,1,0.55,56,5
0.2772,35.9893,16.95,1,0.75,62,10
0.3754,38.2258,12.14,1,0.52,153,3
-0.9544,35.8325,17.73,0,0.48,57,3
0.1084,36.5041,9.69,0,0.74,148,3
-1.9227,39.7001,3.61,1,0.39,181,1
-1.5705,39.6877,2.82,1,0.31,131,10
0.5593,39.3092,14.12,0,0.23,173,8
-1.0803,36.156,2.71,1,0.55,62,9
-0.1365,38.3239,4.77,1,0.71,145,10
0.3402,38.4365,14.81,1,0.7,67,0
-0.2431,35.6064,19.14,0,0.76,84,7
0.116,39.9003,3.21,0,0.53,134,8
0.9248,35.3727,4.55,0,0.58,144,0
1.5055,35.3389,7.27,0,0.74,176,9
-0.1143,37.3741,13.87,1,0.77,102,0
1.0711,35.8128,9.5,1,0.28,150,3
1.1949,35.5047,13.16,1,0.27,163,2
0.0311,36.8741,11.91,1,0.63,132,6
-1.264,38.1667,3.19,0,0.65,51,1
-0.6966,35.9024,6.77,0,0.37,97,8
0.7089,37.1341,1.11,0,0.31,110,1
1.8279,38.4657,19.3,0,0.41,109,6
-0.9616,37.6822,6.7,1,0.33,165,5
0.4805,37.8815,17.85,0,0.75,199,6
-1.7413,38.4437,10.53,0,0.36,52,6
-1.6081,39.554,13.35,1,0.47,92,4
0.0987,37.8906,15.63,1,0.37,163,8
1.4809,35.4766,19.52,0,0.8,135,6
-0.6018,39.1803,17.29,0,0.76,136,0
0.51,35.9988,10.41,1,0.4,197,1
-1.9474,38.2859,11.99,0,0.61,177,5
-0.5102,36.5979,6.13,1,0.44,102,8
0.2669,38.7029,14.1,0,0.27,177,8
1.0992,37.2301,7.63,0,0.44,189,2
-0.7741,36.3585,7.77,1,0.71,160,0
0.6096,39.3199,19.77,0,0.34,80,3
-1.4859,35.0825,4.96,1,0.52,51,0
1.4669,39.1705,1.29,0,0.4,154,9
1.0913,38.7131,11.75,0,0.43,69,8
-0.7993,35.0583,8.64,1,0.21,104,6
0.4606,39.5383,1.79,0,0.26,173,7
-0.1469,39.554,18.05,1,0.43,133,7
-0.1094,35.9325,13.06,0,0.65,165,0
-0.0677,35.2902,19.22,1,0.59,158,4
-1.5153,35.5092,1.56,0,0.51,135,7
-1.598,36.5993,17.0,0,0.57,100,8
-1.9961,35.9733,8.26,0,0.32,175,9
-0.6324,37.6592,3.65,0,0.32,134,3
-1.9698,38.6036,13.25,1,0.74,157,3
0.6857,39.588,8.86,0,0.56,172,9
0.7399,39.6927,2.32,0,0.43,65,9
-0.7886,36.401,18.57,0,0.4,127,9
-0.0208,35.3469,15.01,0,0.31,180,1
-1.4202,38.1413,7.3,1,0.31,98,9
1.0995,36.6095,3.95,1,0.36,82,7
-1.3514,35.3701,8.2,0,0.28,95,8
1.7864,39.9892,15.19,1,0.45,105,4
1.1982,37.4455,9.87,1,0.74,148,4
0.0069,38.8456,10.33,1,0.38,132,10
1.9789,38.9503,14.47,1,0.41,150,0
-0.6815,35.3465,14.24,0,0.32,97,9
-0.9558,35.8491,11.41,1,0.21,84,0
-0.3622,39.751,18.8,0,0.53,138,5
-0.9358,36.9408,5.08,0,0.76,194,10
-0.4157,35.0313,6.15,0,0.42,197,2
-1.1093,38.964,17.6,0,0.7,65,1
1.5984,35.1362,6.33,1,0.6,124,5
0.3613,37.9536,13.64,0,0.42,131,3
0.1892,37.8346,19.35,0,0.71,178,1
0.6474,35.1727,15.52,0,0.36,89,9
-1.446,37.1488,4.6,0,0.76,179,3
1.1714,37.2004,7.53,0,0.72,75,8
1.9607,36.6024,16.91,0,0.72,192,7
-0.5369,36.4865,16.57,0,0.4,195,7
-0.5812,39.7269,14.36,0,0.51,131,3
0.881,38.9878,1.72,0,0.47,192,2
1.7986,38.5115,3.86,1,0.75,167,0
-0.8321,38.4004,16.45,0,0.34,144,0
0.9776,36.7636,7.7,0,0.37,115,8
-1.668,38.9067,9.18,0,0.42,167,0
-1.5975,36.7382,7.35,1,0.41,124,7
-0.8582,38.8197,18.88,1,0.32,128,8
-0.9266,37.7846,10.5,0,0.66,77,6
1.6807,39.4085,9.02,1,0.61,93,5
-0.8664,38.5268,12.63,1,0.4,119,10
-1.1647,39.5071,3.57,1,0.64,61,10
-1.8154,35.0474,6.42,1,0.28,172,1
-1.4723,37.286,17.93,1,0.5,91,1
1.546,39.7673,12.48,1,0.46,61,7
-0.3954,37.2314,18.82,0,0.23,95,4
-1.6426,37.2865,1.29,0,0.36,182,3
1.2727,36.5307,13.13,0,0.4,141,7
0.3967,39.9439,12.37,0,0.22,58,0
1.3571,36.9334,12.85,1,0.29,111,5
-0.5111,36.5699,9.38,0,0.33,151,5
0.9548,35.5126,16.18,1,0.77,167,9
-1.8542,36.3414,13.51,1,0.62,181,6
-0.2332,35.2198,16.05,1,0.36,163,8
1.3727,37.0332,14.42,1,0.3,177,9
0.3008,39.6894,4.78,1,0.6,189,5
-1.3497,39.2514,2.72,0,0.53,57,7
-1.253,35.8824,14.73,0,0.79,190,2
